"","imdb_score","director_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","gross","budget"
"3051",5.1,71,10982,1,13592872,1.1e+07
"3053",5.3,5,2729,0,13558739,1.1e+07
"3054",7.3,0,12237,0,13103828,1.1e+07
"3056",7.1,386,17490,0,10214647,1.1e+07
"3057",7.6,0,3913,0,11501093,1.3e+07
"3059",7.8,529,69746,1,9170214,1.1e+07
"3063",6.2,300,3072,2,2832826,1.1e+07
"3064",7.4,1000,4082,1,13214255,1.1e+07
"3065",6.2,596,3300,2,16017403,5e+06
"3066",5.1,8,14281,1,2807854,1.1e+07
"3069",6.8,238,150,0,352786,1.1e+07
"3070",7.4,365,3876,0,76600000,10700000
"3072",5.8,43,5286,0,56729973,10800000
"3079",5.4,57,1228,0,22160085,10600000
"3081",7.9,14000,2811,0,434949459,10500000
"3082",6.5,21,20312,0,11043445,1e+07
"3084",6.4,11,2272,2,125169,10500000
"3087",5.8,58,1526,0,1066555,1.1e+07
"3090",8.3,835,63710,2,138339411,1e+07
"3092",6.2,163,3189,0,80150343,1e+07
"3093",6.9,425,27378,1,85300000,1e+07
"3094",5.9,235,5270,1,68353550,1e+07
"3096",5.8,7,28734,2,63319509,1e+07
"3097",7.3,304,3276,0,47536959,1e+07
"3098",5.9,163,3492,0,63270259,1e+07
"3100",5,0,5264,4,63231524,6e+06
"3101",7,17000,11895,1,52293982,13800000
"3103",6.4,65,3362,8,50752337,1e+07
"3104",5.9,70,7461,0,110175871,1e+07
"3105",7,221,13162,1,38624000,1.2e+07
"3107",6.9,65,20795,6,40485039,1e+07
"3110",6.5,6,2197,0,36696761,2.3e+07
"3113",6,19,4687,0,35794166,1e+07
"3114",6.3,66,5628,0,33583175,1e+07
"3115",5.8,7,3712,0,32983713,2e+07
"3117",6.9,78,3394,1,33000000,1e+07
"3120",6.7,6,2807,2,31487293,9e+06
"3121",7.4,0,16693,8,30651422,1e+07
"3122",5.6,7,1917,2,30306281,1e+07
"3123",6.5,287,1954,0,29500000,1e+07
"3124",6.5,9,2484,1,30050028,1.7e+07
"3125",5.8,322,3190,2,29392418,1e+07
"3126",5,21,3819,0,28563926,8500000
"3127",5.5,27,4441,2,28435406,1.2e+07
"3128",6.5,4,4259,4,25339117,1e+07
"3129",7.2,0,12097,0,25600000,1e+07
"3132",5.2,11,2403,0,27736779,1e+07
"3133",5.7,70,5804,7,24397469,1.7e+07
"3134",4.7,9,2402,1,20384136,1e+07
"3135",5.9,58,15251,0,25464480,1e+07
"3136",6.8,500,12946,8,20338609,1e+07
"3137",5.9,5,2149,1,18272447,1e+07
"3140",7.7,0,15716,2,17096053,9e+06
"3141",4.4,25,3679,0,21371425,1e+07
"3143",6.7,22,3317,1,17655201,1e+07
"3144",5.5,15,4789,3,16247775,2.5e+07
"3145",6.5,0,19065,1,16153600,1e+07
"3146",6.2,176,361,1,16033556,1e+07
"3147",7.1,31,3119,0,16667084,1.1e+07
"3148",6.1,36,3416,1,15417771,12600000
"3150",6,164,571,2,15156200,3e+07
"3151",7.4,337,13960,1,21589307,1e+07
"3152",5.9,134,2737,2,20339754,1e+07
"3153",4.1,293,2787,11,28873374,1e+07
"3155",5.9,14,3752,0,13684949,3e+06
"3157",6.8,47,4053,0,12570442,1e+07
"3158",7.4,28,3871,0,12514138,1e+07
"3159",7.1,0,3215,1,43771291,5e+06
"3160",7,2,1058,3,11703287,1e+07
"3161",5.8,13,22485,1,11560259,2.2e+07
"3162",7.8,406,3462,0,10824921,1e+07
"3164",7,13000,12418,3,14479776,1e+07
"3165",6.3,532,6046,0,9801782,1e+07
"3166",5.3,18,13626,9,8070311,1e+07
"3168",5.5,434,2618,3,8460995,1e+07
"3170",4.3,0,41059,10,8828771,6e+06
"3171",6,207,55175,0,67631157,1e+08
"3172",5.2,4,3651,0,7563670,1e+07
"3173",6.7,63,7747,2,6619173,1e+07
"3176",8.6,194,3858,2,6712241,7500000
"3177",6.1,87,3818,0,6842058,1e+07
"3178",5.8,0,5139,0,6491350,1e+07
"3181",5.6,9,26961,1,6044618,1e+07
"3182",6.7,0,2061,0,7764027,1e+07
"3185",6.6,57,3745,2,21569041,9e+06
"3186",4.1,49,2446,2,4356743,1.6e+07
"3187",7.3,0,24270,0,5484375,1e+07
"3188",7.1,102,18712,0,5348317,1e+07
"3189",6.5,157,3374,5,4244155,1e+07
"3191",5.5,60,5262,0,3333823,1e+07
"3193",7.1,0,1335,0,3193102,9e+06
"3196",5.6,4,1891,4,3060858,1e+07
"3198",3.3,105,2603,1,2331318,1e+07
"3199",6.5,0,4266,0,2185266,1e+07
"3200",4.8,4,578,1,26583369,1e+07
"3201",5.2,76,2079,0,800000,1.4e+07
"3202",6.3,387,6322,2,7574066,1e+07
"3203",7.2,129,2214,0,1754319,1e+07
"3205",5.7,3,17665,0,1631839,1e+07
"3207",6.9,34,23187,1,1939441,1e+07
"3211",6.7,607,11853,0,1987762,1.1e+07
"3212",6.5,17,4607,4,1474508,5e+06
"3214",5.3,0,3307,2,900926,1e+07
"3218",5.7,0,988,3,578527,1e+07
"3220",5,787,883,0,365734,1e+07
"3222",6.6,593,1283,0,3093491,5e+06
"3225",7.3,24,768,2,228524,4e+06
"3229",6.3,216,5761,1,131617,1e+07
"3231",3.3,3,17469,0,126247,6200000
"3235",3.5,71,2655,0,15447,1e+07
"3236",5.5,7,16118,2,19348,1e+07
"3237",5.9,0,3124,2,100503,8e+06
"3238",4.7,8,3146,1,92900,5e+06
"3242",3.9,7,4725,1,5561,1e+07
"3245",6.7,0,14656,6,70527,6500000
"3260",6.7,0,1674,0,2483955,9600000
"3261",6.1,41,3939,1,57176582,9500000
"3266",4.5,17,3827,0,14114488,10500000
"3268",7.6,176,4109,0,46300000,9400000
"3279",7.5,365,1094,0,30859000,83532
"3280",6.6,50,21711,2,3571735,1e+07
"3281",8,278,934,0,50000000,9e+06
"3285",6.8,473,3661,4,36049108,9e+06
"3286",6.7,92,5420,6,34074895,9e+06
"3287",6.5,85,760,0,33244684,9e+06
"3288",8,909,1633,1,24530513,9e+06
"3289",6.5,65,6807,0,71519230,9e+06
"3290",4.9,0,4409,1,20035310,9e+06
"3291",7.1,8,3114,2,18225165,9e+06
"3292",7,37,25660,0,17804273,2e+07
"3293",7,46,17336,3,16938179,8e+06
"3295",4.5,17,1611,0,16235293,9e+06
"3300",6.7,188,358,4,6047856,8500000
"3301",7,23,2478,1,4681503,9e+06
"3302",6.5,157,4908,3,4350774,8e+06
"3306",6.2,49,2007,1,2955039,9e+06
"3307",5.7,38,1721,3,1530535,9e+06
"3308",6.4,26,3767,1,4881867,9e+06
"3311",5.4,64,4617,0,11860839,9e+06
"3316",6.2,3,1426,3,883887,9e+06
"3329",6.5,8,6954,0,14373825,8600000
"3333",7.3,108,13172,0,39462438,7e+06
"3334",6.9,43,1097,0,29200000,8500000
"3335",5,68,8097,9,21564616,8500000
"3338",7.3,729,3516,0,14879556,8e+06
"3340",6.5,17,36892,4,34017854,8500000
"3341",2.1,170,1854,1,4273372,2.2e+07
"3346",6.5,71,1962,0,80000000,8200000
"3347",6.9,78,0,0,6262942,9e+06
"3348",7.1,407,823,0,1997807,8e+06
"3352",7.2,80,2004,0,90800000,8e+06
"3354",6.7,163,4168,1,140244,8500000
"3356",8.9,16000,16557,1,107930000,8e+06
"3358",7.9,66,15554,1,32279955,8500000
"3359",5.6,422,3306,2,4992159,8550000
"3360",8,338,1495,3,163214286,8200000
"3361",6.2,2000,15361,2,69800000,8e+06
"3362",7.9,36,7227,1,59889948,8e+06
"3363",8.1,0,644,2,52287414,8e+06
"3365",3.5,548,1792,0,40066497,8e+06
"3366",7.6,152,17568,0,36500000,8e+06
"3367",6.5,44,3199,1,27362712,8e+06
"3368",5.6,0,3023,2,34746109,8e+06
"3369",7.7,129,39807,2,34963967,8e+06
"3370",5.2,5,1534,1,25926543,8e+06
"3372",6.1,19,1024,3,26049082,8e+06
"3378",6.4,0,1775,0,18090181,8e+06
"3379",5.7,13,1760,2,17843379,8e+06
"3381",6.7,33,2400,0,17278980,8e+06
"3382",5.6,3,25792,1,16699684,8e+06
"3383",7,79,14747,0,50815288,5e+07
"3384",7.6,126,25462,1,15047419,7e+06
"3385",6.5,44,27646,3,14015786,5e+06
"3387",6.3,78,17524,0,10269307,8e+06
"3389",7.1,132,1183,2,17536788,8e+06
"3390",7.1,87,16982,1,58401464,8e+06
"3393",5.4,18,5190,0,10106233,8e+06
"3395",5.1,15,3291,2,4692814,8e+06
"3396",5.3,26,2687,0,5018450,8e+06
"3399",7.3,26,1442,0,3442820,8e+06
"3402",6,73,2404,2,2275557,8e+06
"3404",7.2,16,2786,3,6350058,8e+06
"3407",6.8,23,1610,2,532190,8e+06
"3410",7.4,109,517,1,16168741,8e+06
"3411",6.5,12,3921,2,568695,8e+06
"3412",6.4,30,1234,3,398420,8e+06
"3414",5.6,200,41645,2,336456,8e+06
"3417",5.5,387,9608,4,127144,8e+06
"3419",6,3,3185,0,108662,8e+06
"3421",6.4,53,2512,5,53481,8e+06
"3435",7.4,78,12619,1,106593296,7500000
"3436",6.9,88,4737,6,43490057,7500000
"3439",7.6,655,25092,0,24792061,6500000
"3440",5.4,0,4707,0,17544812,1e+07
"3444",7.2,248,1442,1,10460089,7500000
"3446",3.1,18,4091,2,4131640,7500000
"3447",6.9,0,1233,1,3347439,7500000
"3448",6.2,406,41867,6,10814185,8e+06
"3456",5.4,5,902,3,872643,6e+06
"3462",6.2,0,46055,0,336530303,2.58e+08
"3463",3.5,0,2428,0,12610552,7500000
"3464",7.5,655,28817,0,143492840,7500000
"3467",9.2,0,28122,1,134821952,6e+06
"3468",6.1,213,791,0,94900000,4e+06
"3469",7.7,464,54075,43,32391374,7500000
"3471",6.1,0,46646,1,113709992,7e+06
"3472",4.9,474,2212,0,32131483,1.1e+07
"3474",7,13,2515,0,34099640,5e+06
"3476",5.7,70,5959,8,37295394,6600000
"3478",7.5,0,22745,0,31501218,7500000
"3480",7.2,0,33758,0,25625110,7e+06
"3483",6.8,23,2951,1,25000000,9e+06
"3485",5.2,22,5282,2,20257000,7e+06
"3488",4,14,2517,0,15818967,7e+06
"3489",6.8,737,2240,3,14891000,7e+06
"3490",6.9,0,3544,0,16901126,7e+06
"3492",7.3,44,1342,3,17474107,7e+06
"3493",6.1,48,4837,1,14003141,7e+06
"3495",6,0,2444,0,12583510,7e+06
"3497",7,1000,1120,1,9190525,7e+06
"3498",7.1,11,19330,1,9176553,7500000
"3499",6.2,49,1990,0,9094451,7e+06
"3500",6.9,107,3110,1,14612840,7e+06
"3501",7.6,192,14816,2,9166863,7e+06
"3502",7.6,17000,1934,0,8373585,7e+06
"3503",6.4,30,2018,3,7292175,7e+06
"3506",2,70,3128,0,5694308,7e+06
"3509",6.5,7,11116,2,4720371,7e+06
"3512",6.8,342,2158,0,2344847,7e+06
"3513",6.3,157,1136,2,7455447,7e+06
"3514",6.3,0,1906,0,2148212,7e+06
"3515",6.6,261,2684,3,2062066,7e+06
"3516",6.4,60,6526,0,1654367,7e+06
"3519",6.5,2,2589,2,1889522,7e+06
"3521",7.2,127,8876,6,1110286,4825000
"3524",6.3,0,684,0,1768416,7e+06
"3526",2.3,43,5213,1,306715,1e+07
"3527",7.1,58,44969,0,382946,7e+06
"3529",6.2,835,13000,0,236266,3500000
"3531",6.5,6,9660,0,532988,7e+06
"3532",5.9,30,2029,4,453079,7e+06
"3534",6,0,27756,2,46451,7e+06
"3541",7.3,16000,17209,0,41400000,6900000
"3543",7.7,0,18643,1,7993039,6900000
"3548",7,3,2119,1,49526,6800000
"3549",6.4,0,490,8,10696,6800000
"3555",5.4,40,2323,0,84263837,6500000
"3557",7.8,309,106,2,57504069,6e+06
"3558",6.8,7,936,1,54215416,6500000
"3560",7.1,0,2442,0,31899000,6500000
"3561",6.2,208,4840,0,24103594,6500000
"3562",7.3,218,2475,3,16842303,6500000
"3563",5.9,132,1140,2,13367101,6500000
"3565",3.6,38,1405,0,10149779,6500000
"3569",6.6,0,1942,2,2024854,6500000
"3571",6.8,15,21107,2,1029017,6500000
"3573",7.2,38,14462,0,66637,6500000
"3581",7.2,0,3254,6,2122561,6e+06
"3582",7.2,116,5127,2,181360000,6e+06
"3584",7.5,909,1448,0,119078393,6e+06
"3585",8.1,131,2169,1,102308900,6e+06
"3586",7.8,55,2045,2,102300000,6e+06
"3587",7.8,0,5122,3,54800000,6e+06
"3588",5.8,153,3175,0,24004159,1.1e+08
"3589",7.6,34,1802,0,43650000,6e+06
"3590",7.4,11000,14921,3,39800000,6e+06
"3591",6.3,10,6419,4,27457409,6e+06
"3592",6.9,44,2724,0,25047631,6e+06
"3593",8.6,0,20821,4,23272306,6e+06
"3594",5.1,81,584,0,22168359,8e+06
"3596",7.9,0,1582,0,26236603,6e+06
"3597",6.9,54,2037,0,20400000,8e+06
"3598",7.5,378,4611,9,18621249,6e+06
"3600",5.8,0,1284,4,14545844,6500000
"3601",2.9,0,1752,2,13235267,6e+06
"3604",6.2,80,10430,4,12793213,6e+06
"3607",6.1,38,3221,0,11797927,6e+06
"3609",5.2,2,1308,1,11642254,3e+06
"3610",6.8,0,11328,1,9203192,5e+06
"3612",7,0,1517,0,8596914,6e+06
"3613",5.9,112,2697,5,6851636,6e+06
"3614",7.1,49,51355,1,11434867,6e+06
"3615",5.5,4,10123,1,5895238,6e+06
"3616",7.4,20,3825,6,6670712,6e+06
"3618",4.6,0,4484,0,4693919,6500000
"3619",7.2,0,7103,0,4859475,6e+06
"3621",5.1,138,1831,2,4542775,6e+06
"3622",6.7,0,18947,4,3588432,6e+06
"3625",7.8,263,993,0,3029081,6e+06
"3626",6.7,23,382,1,3273588,6e+06
"3628",7.2,53,8297,0,2207975,6e+06
"3629",5.8,8,489,3,2025238,6e+06
"3632",7,129,2748,2,2077046,6e+06
"3635",3.8,0,2000,2,869325,6e+06
"3636",5.7,11,2370,2,399611,6e+06
"3638",6.7,19,2163,2,115862,6e+06
"3640",6.2,781,1081,0,117560,6e+06
"3643",4.7,0,14599,0,36497,6e+06
"3648",6.3,24,27575,1,65804,1.2e+07
"3654",5.8,4,12772,1,20200,6e+06
"3655",6.1,58,34605,0,31874869,5e+07
"3664",6.9,407,2584,6,3064356,5600000
"3665",2.1,17,2000,6,7009668,5600000
"3669",8.3,131,2387,0,159600000,5500000
"3671",5.6,0,2723,0,50382128,5500000
"3673",6.6,23000,44265,1,24475193,3e+06
"3675",7.4,72,34106,0,6200756,7e+06
"3680",6.6,10,1315,0,1056102,5e+06
"3681",7.9,0,2892,2,27545445,6500000
"3682",4.9,56,6776,3,56007,5500000
"3688",5.3,3,561,5,27445,9e+06
"3689",5,136,4883,4,766487,5250000
"3697",6.6,0,2975,0,83574831,5e+06
"3698",6.6,163,4134,0,87025093,4e+06
"3699",7.3,16,14504,0,71897215,1.5e+07
"3700",6.6,79,1770,0,64267897,5e+06
"3701",6.9,26,3344,0,56536016,4900000
"3702",5.8,24,2371,0,104007828,5e+06
"3703",4.4,10,5056,0,50820940,5e+06
"3704",6.6,55,1584,0,44793200,4500000
"3705",7.1,0,3215,1,43771291,5e+06
"3707",4.6,24,799,0,53884821,5e+06
"3708",6.8,28,1920,1,36000000,5e+06
"3710",4.9,54,42002,0,34872293,8500000
"3711",7.3,260,11736,2,34468224,4500000
"3713",5,52,2161,0,32453345,5e+06
"3715",8,212,17738,0,27296514,5e+06
"3716",5.2,26,11771,0,25799043,3300000
"3717",8.5,22000,1997,0,25530884,9e+06
"3718",6.5,59,2071,0,27689474,5e+06
"3719",7.4,0,2990,3,24138847,5e+06
"3721",7.4,214,8375,1,21501098,5e+06
"3722",5.1,0,2523,0,19281235,5e+06
"3724",5,0,2908,1,19421271,5e+06
"3725",7.2,3000,428,1,20733485,5e+06
"3727",6.4,37,15710,1,24809547,5e+06
"3729",5.6,0,2868,9,23031390,4500000
"3730",6.2,596,3300,2,16017403,5e+06
"3731",6.1,66,1410,0,21197315,5e+06
"3732",5.2,23,2840,0,17382982,5e+06
"3733",7.3,148,3843,2,14821531,6e+06
"3734",7.5,25,19673,1,18656400,5e+06
"3737",4.5,6,1327,0,14343976,5e+06
"3738",6.6,38,1495,3,241437427,5e+06
"3739",5.3,520,12306,4,14123773,5e+06
"3740",4.9,13,1227,0,15126948,5e+06
"3743",3.8,7,4856,5,13350177,5e+06
"3744",7.6,407,11400,2,13269963,5e+06
"3745",5.9,27,1136,0,17768000,5e+06
"3746",6.2,17,1160,0,12947763,5e+06
"3747",7.2,272,2943,6,14100000,5e+06
"3748",6.3,8,2383,0,12200000,5e+06
"3749",5.2,17,1520,0,17683670,5e+06
"3750",6.9,19,2528,0,12055108,8e+06
"3751",6.8,66,259,0,27285953,5e+06
"3754",3.5,89,2848,4,11675178,5e+06
"3755",6.1,1000,2269,1,10572742,8e+06
"3757",4.5,23,3552,6,9658370,5e+06
"3758",5.9,99,315,0,9628751,5e+06
"3759",6.9,12,5668,5,8786715,5e+06
"3762",5.3,23,3004,4,6755271,5e+06
"3764",7,3,3942,1,6157157,5e+06
"3766",6.6,84,2691,0,5480318,5e+06
"3768",6.4,4000,5245,2,5308707,5e+06
"3774",6.8,19,25676,0,4040588,5e+06
"3777",4.6,35,6617,0,4700361,5e+06
"3778",6.4,7,10517,1,2711210,5e+06
"3779",7,52,1209,2,1980338,5e+06
"3781",6.8,261,1201,0,1100000,5e+06
"3782",7,52,12897,1,2445646,5e+06
"3783",7,263,1582,0,2221809,5e+06
"3784",6.3,13,5185,1,296665,5e+06
"3785",7.1,57,1836,0,3219029,5e+06
"3787",4.4,0,3382,0,830210,5e+06
"3788",7.1,0,648,0,1040879,7e+06
"3789",6.1,18000,13718,3,326308,5e+06
"3794",7.3,6,4987,0,124720,5e+06
"3796",6.2,204,3207,3,99147,2e+06
"3799",6.2,0,408,0,65087,5e+06
"3809",7.5,0,1986,1,37440,5e+06
"3822",8,0,3967,0,24475416,890000
"3824",5.9,0,2990,0,47277326,4800000
"3826",7.4,337,1520,0,1729969,5e+06
"3827",6.7,7,2545,0,1705139,4700000
"3830",5.5,365,302,3,8025872,4700000
"3842",6.7,37,3113,0,81200000,4500000
"3847",7.7,0,26050,0,13060843,1.5e+07
"3849",7.4,0,3668,0,3798532,4500000
"3850",8.4,0,2235,0,3609278,4500000
"3855",8.1,219,17040,1,727883,4500000
"3858",6.8,68,2110,0,410241,2e+06
"3866",5.9,0,15860,1,108229,4500000
"3868",8.7,869,2176,0,112000000,4400000
"3873",5.8,249,3089,1,8691,4500000
"3880",5.8,456,21404,4,34964818,1.5e+08
"3887",5,0,1951,0,101055,4e+06
"3889",7.8,0,32015,0,44566004,4e+06
"3890",8.1,11000,12691,0,39200000,4e+06
"3891",6.7,309,825,0,36000000,4e+06
"3893",7.1,395,13707,1,31252964,4e+06
"3894",5.6,9,1885,2,131175,8500000
"3895",7.6,81,14823,0,31968347,3600000
"3899",4.6,357,4807,1,35385560,4e+06
"3902",7.1,450,18645,1,20803237,3500000
"3903",7.3,0,837,0,13008928,4e+06
"3907",8,0,673,0,25359200,4e+06
"3909",5.7,13000,2776,0,180011740,1e+08
"3910",4.6,69,955,2,10097096,4e+06
"3911",4,69,3354,1,9821335,6e+06
"3912",7,47,3086,1,8243880,3200000
"3914",5.9,5,50831,0,7825820,4e+06
"3916",4.8,0,2537,2,14637490,2.5e+07
"3918",4.7,89,4073,2,17314483,4e+06
"3919",6.7,675,19928,2,6525762,4e+06
"3922",6.7,99,7921,6,4301331,4e+06
"3923",7.1,30,2251,1,4046737,4e+06
"3924",2.7,2,972,1,3713002,8e+06
"3925",7.3,0,1966,0,3468572,4e+06
"3926",7.6,378,3559,0,2892582,4e+06
"3927",5.8,24,2662,3,2800000,4e+06
"3928",6.5,131,776,1,2426851,4e+06
"3929",6.6,101,1208,0,1325073,4e+06
"3932",8.5,330,48,0,2601847,4e+06
"3933",4.8,101,1700,0,800000,4e+06
"3936",7,60,3130,4,562059,4e+06
"3937",5.4,81,4343,0,399793,4e+06
"3939",6.9,234,13607,2,371897,4e+06
"3941",5.9,212,11083,0,354704,1300000
"3945",7,0,916,0,58214,9500000
"3946",6.3,272,1403,4,75078,1.4e+07
"3951",6.5,53,1038,1,18469,650000
"3953",5.8,19,20135,1,12836,4e+06
"3971",8.2,149,1862,1,198655278,3977000
"3973",6.8,541,2888,2,14873,3800000
"3975",7,24,731,0,8000000,3768785
"3979",7.1,136,282,0,2956000,3700000
"3986",7.8,104,2726,0,83400000,3500000
"3988",7.3,473,3455,1,27900000,3500000
"3989",7.5,117,3036,2,27900000,3500000
"3991",6,10,3617,0,14000000,3500000
"3997",6.8,22,1122,0,25138292,3500000
"3998",3.9,0,987,2,10305534,3500000
"3999",6.1,0,995,2,9449219,3500000
"4000",7.5,386,4238,2,6390032,3500000
"4004",7.8,0,1347,0,5923044,3600000
"4005",5.2,0,2238,0,3293258,3e+06
"4009",6.5,0,3574,3,220234,3500000
"4010",5.7,82,2486,4,34350553,6.8e+07
"4011",6.4,9,20009,4,101228,3500000
"4012",5.3,23,6380,3,96793,3500000
"4019",7,117,24,0,29233,3500000
"4026",7.1,78,22834,8,5354039,3500000
"4028",6.5,0,3608,0,2926565,3e+06
"4029",8.5,141,26495,0,13092000,3300000
"4036",7.4,38,2747,0,8108247,3300000
"4039",6.4,4,2020,0,7680,2e+06
"4045",7.2,101,2016,4,5776314,3200000
"4047",7.6,644,3468,6,141600000,3e+06
"4052",6.6,0,1964,0,38168022,3e+06
"4053",5.7,21,1081,0,84749884,3e+06
"4057",5.4,28,1472,0,30000000,2200000
"4059",5.7,65,3708,0,64423650,3e+06
"4060",6.8,301,2239,0,48056940,3e+06
"4061",5.4,9,159,1,19184015,3e+06
"4064",5.1,188,4277,0,24629916,3e+06
"4066",5.9,41,1862,0,19472057,3e+06
"4068",5.3,32,1441,1,15369573,3e+06
"4071",4.3,18,2899,0,15935068,2500000
"4073",7.2,1000,2165,0,11694528,3e+06
"4076",5.9,23,4815,3,10017041,3e+06
"4082",3,18,2321,0,7059537,3e+06
"4083",7.9,0,328,1,8114507,3e+06
"4084",3.2,4,1389,1,7888703,3e+06
"4085",6.5,152,1395,1,7282851,3e+06
"4087",7,15,2510,1,5844929,3e+06
"4091",4.4,0,858,1,4142507,3e+06
"4092",6,300,1292,0,4109095,3e+06
"4095",5.3,16,1806,0,3902679,3e+06
"4096",5.3,45,1363,0,3559990,3e+06
"4098",7.1,11,12250,2,3287435,4500000
"4099",5.4,18,9555,3,3071947,3500000
"4100",6.9,232,11459,4,2961991,3300000
"4103",7.8,377,36859,9,3000000,3e+06
"4104",6.6,269,539,1,2223990,3e+06
"4105",5.4,0,43810,0,1821983,3e+06
"4107",6.3,13,1567,0,2848578,3500000
"4111",7.2,84,2715,0,252726,3e+06
"4115",5.3,21,8353,3,418268,3e+06
"4118",5.3,78,1467,3,200803,3e+06
"4119",6,81,3784,1,33631221,2.5e+07
"4122",5.9,27,4374,1,73678,3e+06
"4123",4.1,26,1495,0,143000,5e+06
"4124",6.7,700,1030,1,39852,3e+06
"4129",6.5,13000,79957,0,334185206,2e+08
"4131",5.9,15,1929,2,5005,3e+06
"4142",7,0,4671,1,201148159,9.5e+07
"4148",6.5,39,1231,8,3123749,1500000
"4150",6.4,4,2305,0,100675,3e+06
"4155",7.4,153,727,1,22201636,8e+06
"4156",8.3,0,527,2,25000000,2883848
"4157",5.3,152,1855,0,19170001,2800000
"4158",8.1,149,2509,3,22202612,2800000
"4159",8,0,2703,0,86300000,2800000
"4160",5.7,0,1797,0,952620,2e+06
"4162",7.1,9,787,1,9054736,2700000
"4169",7.8,0,4701,0,119500000,2600000
"4170",5.9,17,467,0,32600000,1800000
"4173",6,3,2753,2,475000,2800000
"4174",5.3,7,52621,0,10654581,3.4e+07
"4181",5.1,89,3421,6,40041683,2500000
"4182",5.1,67,1111,0,33349949,2500000
"4183",4.9,0,3226,0,33386128,1.5e+07
"4184",6.9,15000,28713,6,25809813,2.6e+07
"4185",4.6,24,684,0,14400000,2500000
"4188",6.7,15,1385,0,32230907,2500000
"4189",7.1,835,19923,2,6401336,2500000
"4190",7.6,0,1655,3,26781723,2500000
"4191",8.1,0,36,1,5400000,2500000
"4193",7,7,2125,1,1282084,2500000
"4196",7.1,14,1980,3,3325638,2500000
"4198",7.1,53,10040,1,6851969,2500000
"4199",7.1,19,1967,0,333658,34000
"4200",7.7,119,338,1,12995673,2500000
"4201",7.6,9,1252,0,173783,2500000
"4202",6.6,10,1064,7,118666,2500000
"4203",6.7,43,4730,0,114324072,2e+07
"4204",5.7,0,1491,1,71904,2500000
"4205",7.1,0,210,0,99851,2500000
"4208",5.9,8,862,0,75727,2500000
"4209",6.8,571,4590,0,322157,2500000
"4213",6.8,0,5963,10,5731103,2400000
"4220",3.9,29,1668,0,178739,2450000
"4226",7.8,11,16,0,76400000,2280000
"4229",5.7,49,174,0,36200000,4e+06
"4230",4.7,13,170,0,21300000,2200000
"4231",5.9,84,2161,0,379643,2200000
"4232",5.9,16,6752,5,12985267,2300000
"4239",8.1,355,1941,5,23650000,2100000
"4242",7.2,7,214,0,3330,2100000
"4249",5.1,6,99,2,792966,2300000
"4252",6.9,421,1062,0,14673301,2e+06
"4258",7.6,108,563,0,11533945,2e+06
"4261",7,589,2300,7,34522221,2e+06
"4267",8,0,65,0,5792822,2700000
"4269",6.8,308,2186,2,4599680,1500000
"4271",7.2,81,34446,2,6531491,2e+06
"4274",7.4,244,1349,0,3885134,2e+06
"4278",7,453,50313,2,3335839,2e+06
"4279",5.3,5,2739,1,2557668,2e+06
"4280",4.7,0,11327,0,2506446,2e+06
"4284",6.5,263,226,3,1984378,2e+06
"4286",3.3,0,359,1,1098224,2e+06
"4287",8.3,117,446,0,1430185,2e+06
"4288",6.9,22,11184,3,1477002,2e+06
"4292",6.8,13,1136,0,653621,2e+06
"4295",4.6,10,768,0,535249,3400000
"4297",7,0,51441,2,371081,6e+06
"4299",6.7,4,36,1,124494,2e+06
"4302",5.8,0,36885,1,100669,3800000
"4304",4.5,776,26176,0,186354,13500000
"4310",6.2,8,2749,3,17580,1500000
"4313",6.6,38,774,1,198407,2e+06
"4314",5.1,54,3065,1,13973532,2.5e+07
"4329",7.7,0,1055,1,7927,2300000
"4334",5.7,5,1611,2,2436,2e+06
"4344",7.1,28,19649,2,4600000,1900000
"4345",6.4,35,2389,0,1420578,1900000
"4351",5.9,108,20051,1,35266619,3e+07
"4353",7.5,0,42918,1,26505000,1800000
"4356",7.2,47,4249,6,444044,1900000
"4362",7.3,188,2658,0,12784397,1800000
"4364",7.3,9,2187,1,3050934,1800000
"4367",6.6,293,32405,1,638476,1500000
"4377",6.7,75,2489,1,145540,5e+05
"4382",7.5,143,3970,1,35918429,1700000
"4383",6.3,68,2423,0,92401,2e+06
"4384",6.3,3,2095,3,1943649,1700000
"4392",4.3,11,2196,0,6026908,2e+06
"4400",5.4,1000,2564,2,2580,1650000
"4402",7.4,0,10438,0,58885635,2.6e+07
"4403",7.1,191,1981,1,19067631,2e+06
"4404",6.8,15,1168,1,11806119,1100000
"4406",7,184,3310,1,7417210,1500000
"4407",7.4,387,479,0,7362100,1500000
"4408",6.7,0,1173,1,7022940,1e+06
"4413",7.5,787,4762,2,2365931,1500000
"4414",6.8,0,3030,1,53991137,1500000
"4418",6.7,58,859,1,712294,1500000
"4419",5.8,38,2667,7,3447339,1500000
"4421",7.2,21,33441,0,406035,1500000
"4424",6.5,122,469,0,373967,1500000
"4425",6.2,522,2179,0,194568,1500000
"4428",8.6,0,352,1,163245,1500000
"4429",6.5,18,3901,1,119841,1500000
"4430",6.3,0,1238,1,173066,1500000
"4431",4.3,7,3138,7,92362,1500000
"4432",6.1,102,2628,0,105943,1500000
"4434",5.8,407,60,0,183490,1700000
